Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Avila,http://www.avilabandbkilkenny.com,+353(0)567751072,-7.265853,52.666629,Kilkenny,Kilkenny City,Republic of Ireland,"B&B,Covid Safety Charter"
The Carriage Houses at Beechpark House,https://beechparkcountryhouse.ie/index.php,35361290480,-8.8178844,52.7230412,Clare,Bunratty,Ireland,"Self Catering Accommodation,Welcome Standard"
Kilcloon Self Catering Cottages,http://www.kilclooncottages.ie,+353(0)16290803,-6.568319031,53.42142871,Meath,,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Fairview Boutique Hotel,https://killarneyfairview.com/,+353(0)646634164,-9.506402443,52.06002101,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Riversdale Farm B&B,http://www.riversdaleholidays.com,+353(0)719644122,-7.794931,54.029499,Leitrim,Ballinamore,Republic of Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Barrons Café and Bed & Breakfast,http://www.barronsmoville.com/,+353(0)749382472,-7.041861243,55.1882175,Donegal,Moville,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Laffertys Holiday Homes,,+353(0)749136247,-7.917132,55.171784,Donegal,Dunfanaghy,Republic of Ireland,Self Catering Accommodation
Milligan Court,http://milligancourt.ie,+353(0)719146754,-8.472378285,54.2737046,Sligo,Sligo Town,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Cullintra House,http://www.cullintrahouse.com,+353(0)51423614,-6.975029,52.473082,Kilkenny,The Rower,Republic of Ireland,B&B
The Brown Hen,http://www.bandbireland.com/accommodation/28033/the-brown-hen-b-b,+353(0)861677094,-8.72965945,51.71515196,Cork,Bandon,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Hookless Holiday Homes,http://hooklessholidayhomes.com,+353(0)51441130,-6.881657064,52.16369404,Wexford,New Ross,Ireland,"Self Catering Accommodation,Stay and Spend"
Magherabeg Holiday Park,http://www.downingsbayhotel.com,+353(0)749154524,-7.831388,55.201005,Donegal,Downings,Republic of Ireland,Camping
Ach na Sheen,http://www.achnasheen.ie,+353(0)6251298,-8.154841,52.47301,Tipperary,Tipperary Town,Republic of Ireland,Guesthouse
Clon Ross,http://corkaccommodation.ie/accommodation/clon-ross/,+353(0)214502602,-8.457949,51.902424,Cork,Cork City,Republic of Ireland,Guesthouse
Clare's Rock,http://www.claresrock.com,+353(0)657089129,-9.076840185,53.03457063,Clare,Carran,Republic of Ireland,"Hostel,Welcome Standard"
Perryville House,http://www.perryvillehouse.com,+353(0)214772731,-8.520812,51.705804,Cork,Kinsale,Ireland,Guesthouse
Aherlow House Hotel,http://www.aherlowhouse.ie,+353(0)6256153,-8.191912138,52.42442628,Tipperary,Glen Of Aherlow,Republic of Ireland,"Hotel,Stay and Spend"
Carraig Mor,http://www.carraigmor.com,+353(0)416853513,-6.535831,53.831077,Louth,Ardee,Republic of Ireland,B&B
Ballyvoe House,https://www.ballyvoehousedoolin.com/,+353(0)894191053,-9.36689682,53.02896224,Clare,Doolin,Republic of Ireland,"B&B,B&B Ireland"
Hotel Curracloe,http://www.hotelcurracloe.com,+353(0)539137308,-6.393937,52.393481,Wexford,Curracloe,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Roganstown Hotel and Country Club,http://www.roganstown.com,+353(0)18433118,-6.271494,53.487382,Dublin,Swords,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Dingle Benners Hotel,http://www.dinglebenners.com,+353(0)669151638,-10.26825046,52.14139586,Kerry,Dingle,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Russell Court Hotel,http://www.russellcourthotel.ie,+353(0)14784991,-6.26367,53.335825,Dublin,Dublin,Republic of Ireland,Hotel
North Beach Caravan Park,http://www.northbeach.ie/,+353(0)18437131,-6.086624,53.525809,Dublin,Rush,Republic of Ireland,"Camping,Covid Safety Charter"
Kilmokea Country Manor,http://www.kilmokea.com/,+353(0)51388109,-6.992583794,52.29618039,Wexford,Campile,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend,B&Bs,Historic House"
Oliver St John Gogarty’s,http://www.gogartys.ie/hostel/,+353(0)16711822,-6.261697,53.345375,Dublin,Dublin,Republic of Ireland,Hostel
Keenogue House,,+353(0)419829118,-6.263106971,53.65385839,Meath,Julianstown,Republic of Ireland,B&B
The Olde Post Inn,http://www.theoldepostinn.com,+353(0)4755555,-7.372644,54.074911,Cavan,Cloverhill,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Loch Lein Country House Hotel,http://www.lochlein.com,+353(0)646631260,-9.586798,52.068662,Kerry,Fossa,Republic of Ireland,"Hotel,Covid Safety Charter"
Burren Glamping,http://www.burrenglamping.com/,+353(0)657088931,-9.19340539,52.98586822,Clare,Kilfenora,Ireland,"Camping,Welcome Standard,Glamping"
Castle Arch Hotel,https://www.castlearchhotel.com/,+353(0)469431516,-6.79492384,53.55097763,Meath,Trim,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Carrigmore Farm,http://carrigmorefarm.com/,+353(0)863122223,-8.244096,52.570021,Limerick,Carrigmore,Ireland,Self Catering Accommodation
Portobello Hotel,http://www.portobellohotel.ie,+353(0)14752715,-6.264121,53.330367,Dublin,,Republic of Ireland,Hotel
Arch House B&B and Apartments,http://www.archhouse.ie,353906000000,-7.9345629,53.4226814,Westmeath,Athlone,Ireland,"B&B,Welcome Standard"
Dale View B&B,http://www.bandbireland.com/accommodation/28012/dale-view-b-b,+353(0)657075683,-9.354032043,53.02389304,Clare,Doolin,Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Lorum Old Rectory,https://www.lorum.com,+353(0)599775282,-6.948683,52.650236,Carlow,Bagenalstown,Republic of Ireland,"B&B,Covid Safety Charter,B&Bs,Historic House"
Maple Lodge,http://www.maplelodgewexford.com,+353(0)539159195,-6.450083,52.378273,Wexford,Castlebridge,Republic of Ireland,B&B
Killarney Haven Holiday Suites,http://www.killarney-selfcatering.com,+353(0)646633570,-9.510621,52.06082,Kerry,Killarney,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Stay and Spend"
Atlantic Caravan Park,http://www.atlanticcaravanpark.com,+353(0)9636132,-9.098574,54.209892,Sligo,Enniscrone,Republic of Ireland,Camping
Ard na Sidhe Country House,https://www.facebook.com/ardnasidhe?ref=tn_tnmn,+353(0)669769105,-9.840969534,52.0602192,Kerry,Caragh Lake,Republic of Ireland,"Hotel,Stay and Spend"
7 Gardiner Place,,+353(0)876294466,-6.2604773,53.356241,Dublin,Dublin City,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Cill Aodain Court Hotel,http://www.cillaodain.ie,+353(0)949381761,-8.998056,53.85042,Mayo,Kiltimagh,Republic of Ireland,Hotel
Jurys Inn Cork,http://www.jurysinns.com,+353(0)214943000,-8.46399163,51.8994692,Cork,Cork City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Fiddle & Bow Hotel,http://fiddleandbow.ie/,+353(0)656700200,-9.374942232,53.01684091,Clare,Roadford,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Gowlaun,http://lisdoonvarnabedandbreakfast.com/,+353(0)657074369,-9.283902568,53.02906711,Clare,Lisdoonvarna,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
Maol Reidh Hotel,https://www.maolreidh.com/,+353(0)9543844,-9.963605,53.58848,Galway,Tullycross,Republic of Ireland,"Hotel,Covid Safety Charter"
Lios na Manach,,+353(0)646631283,-9.465988138,52.04658479,Kerry,Muckross,Republic of Ireland,"B&B,Covid Safety Charter"
Ashleigh,https://www.facebook.com/ashleighhousebnb,+353(0)51599059,-7.179514,52.237492,Waterford,Butlerstown,Republic of Ireland,"B&B,Covid Safety Charter"
Ross Castle,http://www.rosscastle.com/,+353(0)91550183,-9.236124107,53.38235428,Galway,,Ireland,"Self Catering Accommodation,Welcome Standard"
Shearwater Hotel,https://facebook.com/MaldronHotels,+353(0)909630400,-8.219521236,53.32646218,Galway,Ballinasloe,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Parknasilla Hotel,http://www.parknasillaresort.com,+353(0)646675600,-9.874795,51.815675,Kerry,Parknasilla,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Rathview House,http://www.rathview.com,+353(0)18404443,-6.226104,53.461144,Dublin,Swords,Republic of Ireland,B&B
Number 2 Glenvale Cottage,,+353(0)949026090,-9.977266,54.005479,Mayo,,Republic of Ireland,Self Catering Accommodation
Lynes Cottages,http://www.lynescottages.com/,+353(0)667138257,-10.162267,52.267967,Kerry,Dingle Peninsula,Ireland,Self Catering Accommodation
Benuala,http://www.dirl.com/tipperary/benuala.htm,+353(0)526122158,-7.73042,52.351151,Tipperary,Clonmel,Republic of Ireland,B&B
The Killarney Royal Hotel,http://www.killarneyroyal.ie,+353(0)646631853,-9.505463254,52.05995469,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Killybegs Holiday Park,https://killybegsholidaypark.ie/,+353(0)872769765,-8.44865498,54.63297459,Donegal,Killybegs,Ireland,"Camping,Welcome Standard"
Maldron Hotel South Mall Cork City,http://maldronhotelsouthmall.com/,+353(0)212037000,-8.467608642,51.89771585,Cork,Cork City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Brandon View House,https://www.facebook.com/Brandonviewhousebedandbreakfast/,+353(0)599724625,-6.901718,52.51184,Kilkenny,Graiguenamanagh,Republic of Ireland,"B&B,Covid Safety Charter"
"Giltraps Pub, Townhouse & Glamping",http://visitkinnitty.com,+353(0)579137076,-7.722204064,53.09843099,Offaly,Kinnitty,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Copperfield House,http://www.copperfieldhouse.ie,+353(0)6261075,-7.89092549,52.51439158,Tipperary,Cashel,Ireland,"B&B,Covid Safety Charter"
The Ocean Wave,http://www.oceanwave-bedandbreakfast.com,+353(0)9544775,-10.139026,53.55801,Galway,Cleggan,Republic of Ireland,"B&B,Covid Safety Charter"
Yeats Lodge,https://www.facebook.com/yeatslodgebedandbreakfast/,+353(0)719173787,-8.495607,54.33181,Sligo,Drumcliffe,Republic of Ireland,"B&B,Covid Safety Charter"
The Song House,http://thesonghouseireland.com,+353(0)858893154,-8.082892093,55.12122282,Donegal,Falcarragh,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
Killarney Railway Hostel,http://www.killarneyhostel.com,+353(0)646635299,-9.503186,52.060525,Kerry,Killarney,Republic of Ireland,"Hostel,Covid Safety Charter,Stay and Spend"
The Bianconi Inn,http://www.bianconi.ie,+353(0)669761146,-9.784853,52.106065,Kerry,Killorglin,Republic of Ireland,"Guesthouse,Stay and Spend"
Steeple View,http://www.meathselfcatering.com,+353(0)469436679,-6.7900642,53.556986,Meath,Trim,Ireland,Self Catering Accommodation
Kent House,http://www.kenthousecork.eu,+353(0)214504260,-8.456245,51.902348,Cork,Cork City,Republic of Ireland,B&B
Westport Country Lodge Hotel,http://www.westportcountrylodge.ie/,+353(0)9856030,-9.464491903,53.78452122,Mayo,Westport,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Bailie Hotel,https://www.facebook.com/bailiehotelcavan,+353(0)429665334,-6.969569449,53.91608037,Cavan,Bailieborough,Republic of Ireland,"Hotel,Stay and Spend"
White Heather Farm,http://www.whiteheatherfarm.com,+353(0)646641550,-9.54326,51.858623,Kerry,Kenmare,Republic of Ireland,"B&B,Covid Safety Charter"
Atlantic,http://www.atlanticguesthouse.ie,+353(0)749721187,-8.107926,54.65376,Donegal,Donegal Town,Republic of Ireland,Guesthouse
Sneem Hotel,http://www.sneemhotel.com,+353(0)646675100,-9.899262,51.833769,Kerry,Sneem,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
19th Green,http://www.19thgreen-bb.com/,+353(0)646632868,-9.561579,52.068859,Kerry,Fossa,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Baileys Hotel Cashel,http://www.baileyshotelcashel.com,3536261937,-7.8899217,52.5159271,Tipperary,Cashel,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ard Einne House,http://www.ardeinne.com/,+353(0)9961126,-9.65556,53.100168,Galway,Aran Islands,Republic of Ireland,"B&B,Covid Safety Charter"
Woodvilla Lodge,http://www.woodvillalodge.com/,+353(0)539175785,-6.544190542,52.22396955,Wexford,Kilmore,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
The Calves Field,https://www.thecalvesfield.com/,353877000000,-8.19628,52.97278,Tipperary,,Ireland,"Self Catering Accommodation,Welcome Standard"
The Old Rectory,https://theoldrectorytrim.ie/,+353(0)862339229,-6.791589865,53.55920857,Meath,Trim,Republic of Ireland,B&B
Scapaflow,http://www.clare.ie/stay/scapaflow-bb/,35361377144,-8.5039871,52.7528811,Clare,Killaloe,Ireland,"B&B,Covid Safety Charter"
House Dublin,http://www.housedublin.ie,+353(0)19059090,-6.255141131,53.33407821,Dublin,Dublin City,Republic of Ireland,Hotel
Heyward Mews,http://www.tridentholidayhomes.ie/rentals/rentals-swords-d459497/,+353(0)12018479,-6.271584,53.486051,Dublin,Swords,Republic of Ireland,Self Catering Accommodation
Bel-Air Hotel,http://www.belairhotelequestrian.com,+353(0)40440109,-6.122612841,53.00199633,Wicklow,Ashford,Republic of Ireland,Hotel
Talbot Hotel,https://www.facebook.com/TalbotHotelWexford?ref=hl,+353(0)539122566,-6.457355915,52.33576356,Wexford,Wexford Town,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Radisson Blu Hotel Athlone,https://www.facebook.com/RadissonBluHotelAthlone,+353(0)906442600,-7.941334,53.424552,Westmeath,Athlone,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Hawthorn View,,+353(0)50421710,-7.785201859,52.63916747,Tipperary,Thurles,Republic of Ireland,"B&B,Covid Safety Charter"
Birchwood,http://www.balrath.net,+353(0)469240688,-6.907874,53.708886,Meath,Balrath,Republic of Ireland,B&B
Kyle Farmhouse,http://www.kylefarm.com,+353(0)596471341,-6.470775402,52.85134753,Wicklow,Tinahely,Republic of Ireland,"B&B,Covid Safety Charter"
Redbank House,http://www.redbank.ie/,+353(0)18491005,-6.109148,53.579732,Dublin,Skerries,Republic of Ireland,"Guesthouse,Covid Safety Charter"
Crystal Fountain Holiday Village,https://twitter.com/Tridentholidays,+353(0)12018479,-9.687964,52.254645,Kerry,Tralee,Republic of Ireland,Self Catering Accommodation
Nagles Doolin Camping and Caravan Park,http://www.doolincamping.com,+353(0)657074458,-9.384729,53.016322,Clare,Doolin,Republic of Ireland,Camping
Moat Farm Caravan and Camping Park,,+353(0)45404727,-6.614989392,53.02107237,Wicklow,Donard,Republic of Ireland,Camping
Corofin Village Camping and Caravan,http://www.corofincamping.com,+353(0)656837683,-9.064928,52.945496,Clare,Corofin,Republic of Ireland,"Camping,Covid Safety Charter"
Teach Na Teamhrach,,+353(0)469078248,-6.689751,53.628484,Meath,Navan,Ireland,"B&B,Covid Safety Charter,Stay and Spend"
O'Donnabhains Guesthouse,http://twitter.com/ODonnabhains,+353(0)646642106,-9.583696,51.879306,Kerry,Kenmare,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Allendale,http://www.allendalebandb.com,+353(0)494339706,-7.647023,53.974904,Leitrim,Carrigallen,Republic of Ireland,B&B
Bolands Self Catering Holiday Accommodation,https://www.facebook.com/bolands.bar.3/,353857000000,-6.5588,52.86557,Carlow,,Ireland,"Self Catering Accommodation,Covid Safety Charter"
The Old Courthouse,http://www.old-courthouse.com,+353(0)749151187,-7.891842,54.98945,Donegal,Churchill,Republic of Ireland,Self Catering Accommodation
Galley Head Lightkeeper's Cottages - Irish Landmark Trust,http://irishlandmark.com/property/galley-head-lightkeepers-house-1-2/,+353(0)16704733,-8.952414509,51.52967869,Cork,Castlefreke,Ireland,"Self Catering Accommodation,Welcome Standard,Stay and Spend"
Pondlodge Holiday Cottages,https://www.westlodgehotel.ie/accommodation/,+353(0)2750360,-9.474883,51.672468,Cork,Bantry,Republic of Ireland,Self Catering Accommodation
Gregans Castle Hotel,http://www.gregans.ie,+353(0)657077005,-9.184255968,53.07678191,Clare,Ballyvaughan,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Clayton Hotel Limerick,http://www.claytonhotellimerick.com,+353(0)61444100,-8.637177,52.660476,Limerick,Limerick City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Grovemount House,https://www.grovemount-ennistymon.com/,+353(0)657071431,-9.303594,52.939705,Clare,Ennistymon,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend"
The Address Connolly,https://www.theaddressconnolly.com/,+353(0)18363136,-6.250084,53.35165751,Dublin,Dublin,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Tullyarvan Mill Hostel,http://www.tullyarvanmill.com,+353(0)749361613,-7.452635839,55.14405458,Donegal,Buncrana,Republic of Ireland,Hostel
Woodhill House,http://www.woodhillhouse.com,+353(0)749541112,-8.4052,54.758407,Donegal,Ardara,Republic of Ireland,Guesthouse
Aaronbeg,http://www.aaronbeg.com,+353(0)16292074,-6.601159746,53.40122222,Kildare,Maynooth,Republic of Ireland,B&B
Redwood,http://redwoodireland.com/,+353(0)646634754,-9.516521729,52.09574718,Kerry,Killarney,Republic of Ireland,"B&B,B&B Ireland"
Abbey House,,+353(0)567724166,-7.158532,52.512,Kilkenny,Thomastown,Ireland,"B&B,B&B Ireland"
The Rise,http://www.therisedunmore.com,+353(0)567764534,-7.255472,52.684079,Kilkenny,Dunmore,Republic of Ireland,"B&B,Covid Safety Charter"
St Anthonys,http://www.bandbireland.com/accommodation/26466/st-anthony-s,+353(0)91766477,-9.044488,53.287547,Galway,Headford Road,Republic of Ireland,B&B
Hayfield Manor Hotel,https://www.facebook.com/HayfieldManor?ref=hl,+353(0)214845900,-8.490156,51.890985,Cork,Cork City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Caravogue House,https://www.caravoguehouse.ie,+353(0)469490499,-6.781258667,53.55866787,Meath,Navan Road,Republic of Ireland,"B&B,B&B Ireland,Covid Safety Charter"
White Park B&B,http://www.accommodationletterkenny.com,+353(0)749124067,-7.709142,54.953355,Donegal,Letterkenny,Republic of Ireland,"B&B,Covid Safety Charter"
Óstán Inis Oírr,http://www.hotelinisoirr.com,+353(0)9975020,-9.523770114,53.06544104,Galway,Aran Islands,Republic of Ireland,"Hotel,Covid Safety Charter"
The Atlantic Hotel,http://www.atlantichotel.ie,+353(0)657081049,-9.345873,52.932362,Clare,Lahinch,Republic of Ireland,"Hotel,Stay and Spend"
Cnoc Breac,http://www.cnocbreac.com,+353(0)9544688,-10.124743,53.557392,Galway,Cleggan,Republic of Ireland,"B&B,Covid Safety Charter"
Ard Nahoo Eco Retreat,https://www.ardnahoo.com/accommodation/,+353(0)719134939,-8.296158,54.24279,Leitrim,Mullagh,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Stay and Spend"
PK Lodge,http://www.pklodgeskibbereen.com,+353(0)2821749,-9.239134,51.560277,Cork,Skibbereen,Republic of Ireland,"B&B,Covid Safety Charter"
Fota Island Lodges,http://www.fotaisland.ie/Fota-Island-Lodges,+353(0)214883700,-8.295608,51.897605,Cork,,Republic of Ireland,Self Catering Accommodation
Maldron Hotel Tallaght,http://www.maldronhoteltallaght.com/,+353(0)14685400,-6.376271,53.28395,Dublin,Tallaght,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Kilmantin House,,+353(0)40467373,-6.037946763,52.97880987,Wicklow,,Republic of Ireland,B&B
